"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","conmarg","difcro2","rightmar2","diffvotensoc"
"951","1893","370",370,"Liberal",0.0357464950397638,4,0.4,0.416864802820366,-0.272034106747561,0,0,0.116840852807732
"952","1898","370",370,"Liberal",0.0264637173309972,3,0.5,0.494305738063951,-0.438129653964082,0,0,0.00395445584841686
"953","1912","370",370,"Socialist",0.179002578527895,4,0,0.469262775433662,-0.13862517580872,1,1,0.0636947766197147
"954","1890","371",371,"Liberal",0.0329122931862658,4,0.25,0.431417897171322,-0.398505603985056,0,0,0.186967176015102
"955","1893","371",371,"Liberal",0.143086544962813,3,0.5,0.475659229208925,-0.332572684246112,0,0,0.129929030471035
"956","1898","371",371,"Liberal",0.0765293687545698,3,0,0.458363798846373,-0.381834430091803,0,0,0.132700992349604
"957","1903","371",371,"Liberal",0.0320695746704716,3,0.25,0.387892376681614,-0.10327490148118,0,0,0.211634708443063
"958","1912","371",371,"Socialist",0.0957897081755402,3,0,0.446201826687458,-0.152261082646469,0,0,0.0918233271792798
"959","1890","372",372,"Liberal",0.204205048871387,3,0,0.492440756627523,-0.288235707756135,0,0,0.233713318993329
"960","1893","372",372,"Socialist",0.130116022492704,3,0,0.451277671008613,-0.321161648515909,1,1,0.0560165761700275
"961","1898","372",372,"Socialist",0.199707709170625,3,0,0.485056631348191,-0.285348922177567,0,0,0.0324793398748301
"962","1890","373",373,"Liberal",0.171610439210694,4,0.25,0.426861871419478,-0.00369191597708468,0,0,0.178959428219511
"963","1893","373",373,"Liberal",0.111909529979974,4,0,0.294263164094711,0.19672517375427,0,0,0.143874941075999
"964","1898","373",373,"Liberal",0.270315554314437,5,0,0.203574420552918,0.310667411337615,0,0,0.204287648412599
"965","1903","373",373,"Liberal",0.138885836721239,4,0.2,0.317657400285683,0.255466432260191,1,1,0.187950714412454
"966","1907","373",373,"Liberal",0.049360636680676,4,0,0.412143431994992,0.240007153715461,1,0,0.106815353254465
"967","1912","373",373,"Liberal",0.0608947099846913,4,0,0.313573737030107,0.201224698077904,1,0,0.178201507269567
"968","1912","373",373,"Liberal",0.0612825374935356,3,0,0.425530081020514,0.399155318048612,1,1,0.0847640366265451
"969","1890","376",376,"Liberal",0.0638739112401493,3,0.333333333333333,0.454444905295175,0.237107700815706,1,1,0.117196683426528
"970","1893","376",376,"Liberal",0.0838239416876927,3,0,0.364872441827867,0.265909728062798,0,0,0.169580898505511
"971","1898","376",376,"Liberal",0.0474037339556593,5,0,0.297841306884481,0.164819136522754,1,1,0.252865431142142
"972","1898","376",376,"Liberal",0.0412234042553192,4,0.2,0.429521276595745,0.290059840425532,1,1,0.119481070822096
"973","1903","376",376,"Liberal",0.00487304437035141,4,0.166666666666667,0.391638881764555,0.177224929469095,1,1,0.176342210411089
"974","1903","376",376,"Liberal",0.139681668496158,4,0.4,0.456641053787047,-0.265504939626784,0,1,0.124341715836437
"975","1903","376",376,"Socialist",0.191340206185567,3,0,0.301305841924399,0.292920962199313,0,0,0.0654298378547594
"976","1907","376",376,"Socialist",0.118011695906433,3,0,0.312046783625731,0.178011695906433,0,0,0.0774481179630762
"977","1912","376",376,"Socialist",0.0743705888549457,4,0,0.359528073317181,-0.0130622563994522,0,0,0.188375467851622
"978","1898","377",377,"Liberal",0.018927730483608,6,0,0.284549900380366,0.110849483789169,1,0,0.296229486672527
"979","1903","377",377,"Liberal",0.025982813451519,5,0.142857142857143,0.277623655186413,-0.00724000270654304,1,0,0.38965858550303
"980","1907","377",377,"Liberal",0.123090514226819,4,0,0.362167335370118,0.0272021202193838,1,1,0.240069501846097
"981","1912","377",377,"Liberal",0.185948542979494,3,0.125,0.457995334749156,-0.00525711102600707,0,0,0.184266645540994
"982","1890","378",378,"Socialist",0.0571307059824213,3,0,0.453218032322087,-0.396087326339665,1,1,0.0503597852092192
"983","1893","378",378,"Socialist",0.0153876246984417,4,0,0.481776097020278,-0.439655734498272,0,0,0.0199118249602174
"984","1890","379",379,"Socialist",0.109523497411024,3,0,0.486432457232746,-0.376908959821721,0,0,0.0196611529613243
"985","1907","379",379,"Liberal",0.0113458184316697,3,0.2,0.493402159933757,-0.461936893289406,0,0,0.0201415624504967
"986","1907","38",38,"Catholic",0.0885317750182615,5,NA,NA,NA,NA,NA,NA
"987","1912","38",38,"Catholic",0.0840153545303107,3,NA,NA,NA,NA,NA,NA
"988","1903","384",384,"Liberal",0.00946123521681996,3,0,0.425525624178712,-0.416064388961892,1,1,0.131171753567567
"989","1893","385",385,"Minority",0.0242964659685864,2,0,0.399296465968586,-0.375,0,0,0.0979772526791781
"990","1898","385",385,"Minority",0.100243956531382,4,0.25,0.461077844311377,-0.360833887779996,0,0,0.0689506219803676
"991","1903","385",385,"Minority",0.318507372855853,4,0,0.491303039422209,-0.172795666566356,0,0,0.0977309706644329
"992","1907","385",385,"Minority",0.120239271210624,3,0.333333333333333,0.432608934255296,-0.312369663044671,0,0,0.0962308811698855
"993","1912","385",385,"Minority",0.102788673365214,3,0.25,0.431626457471388,-0.328837784106174,0,0,0.084108629423868
"994","1893","39",39,"Liberal",0.194959532834751,4,0,0.282757914148141,0.318666120274562,1,1,0.220663686565933
"995","1893","39",39,"Liberal",0.13311939803032,4,0,0.26170189222087,0.18734093172513,1,1,0.267311490235651
"996","1898","39",39,"Liberal",0.2412718533777,4,0,0.235884434585116,0.256905931442455,1,1,0.229930393587381
"997","1903","39",39,"Socialist",0.144713445493093,3,0,0.30889527196462,0.220124925910728,0,0,0.0911856705661836
"998","1912","39",39,"Socialist",0.107141408816254,3,0,0.324100734011923,0.191370290766049,0,0,0.103878998978266
"999","1893","390",390,"Liberal",0.0458797063698792,3,0.333333333333333,0.413272555055648,-0.367392848685768,0,0,0.0834535271560657
"1000","1903","390",390,"Socialist",0.079217218194794,3,0,0.454869849378357,-0.375652631183563,0,0,0.0529810391574984
"1001","1907","390",390,"Liberal",0.00908853145024191,3,0.5,0.409670459003531,-0.400581927553289,0,0,0.0789435323339151
"1002","1898","391",391,"Minority",0.101987552700261,3,0,0.458877066184836,-0.356889513484575,1,1,0.0597256219522982
"1003","1903","391",391,"Liberal",0.106160187144926,3,0.333333333333333,0.356355129776094,0.290018937284171,1,1,0.151907775967567
"1004","1903","391",391,"Liberal",0.0197342380548488,3,0.333333333333333,0.445349165959853,0.381453208934125,1,1,0.0739316085906311
"1005","1907","391",391,"Catholic",0.0966027614979637,3,0,0.445366047481871,-0.348763285983908,1,1,0.0670802186382925
"1006","1912","391",391,"Socialist",0.0350153991945037,3,0,0.375550817341862,-0.340535418147358,1,1,0.183137769926347
"1007","1903","392",392,"Catholic",0.0145672664952871,3,NA,NA,NA,NA,NA,NA
"1008","1912","393",393,"Liberal",0.0873649600751527,3,0.333333333333333,0.343060122123062,0.229274307186473,1,1,0.19402036900927
"1009","1903","395",395,"Minority",0.0790945752569273,4,0,0.368370842548025,-0.289276267291098,0,0,0.219489745312563
"1010","1912","395",395,"Catholic",0.0111517736218771,3,0,0.39521078869262,-0.384059015070743,0,0,0.120300081806649
"1011","1898","396",396,"Minority",0.200338904721559,5,0,0.452591850881922,-0.186012477855657,0,0,0.153037368999311
"1012","1907","396",396,"Minority",0.0277787838180436,3,0.25,0.3521422621419,-0.324363478323856,0,0,0.142667956556633
"1013","1912","396",396,"Minority",0.0174027253324577,3,0.2,0.381940568051223,-0.364537842718765,0,0,0.158806980968385
"1014","1898","4",4,"Socialist",0.127528017519,4,0,0.426123921164498,0.279209068659024,0,0,0.00468912003966282
"1015","1912","4",4,"Liberal",0.0999036017877487,3,0.333333333333333,0.310139339234072,0.135264218736307,0,0,0.231784598126107
"1016","1890","41",41,"Liberal",0.0421587681267753,3,0,0.446255045597249,0.425923157422634,1,1,0.0964771948399093
"1017","1893","41",41,"Socialist",0.169128652306891,3,0,0.276826966877074,0.172057005271035,0,0,0.150071309211885
"1018","1898","41",41,"Socialist",0.041918131723957,3,0,0.332917869325636,0.0875098399370244,0,0,0.150588504705117
"1019","1903","41",41,"Socialist",0.0219373051814386,3,0,0.423572310768688,0.230841616185379,0,0,0.0428041611326459
"1020","1903","41",41,"Socialist",0.00315184475619557,3,0,0.390519745380384,0.169087201038255,0,0,0.0786725171497435
"1021","1907","41",41,"Socialist",0.0399749830614479,4,0,0.377078230051597,0.060509720123,0,0,0.0496283824029286
"1022","1912","41",41,"Socialist",0.11920950936751,3,0,0.419263317516998,-0.0236266692755467,0,0,0.0984428135612256
"1023","1890","42",42,"Socialist",0.0634235206801161,4,0,0.450779299642399,0.24488900883881,0,0,0.0515512847964677
"1024","1893","42",42,"Socialist",0.170199982834091,5,0,0.487626240952136,0.2108259662976,0,0,0.020066484199141
"1025","1890","43",43,"Liberal",0.0595223312223188,4,0,0.362101080342729,0.21561322902438,1,1,0.194519197987291
"1026","1893","43",43,"Socialist",0.0863737640997076,6,0,0.353014900431695,0.0464071856287425,0,0,0.10077904946362
"1027","1898","43",43,"Socialist",0.0549288384600249,4,0,0.380992982226012,0.270905751951203,0,0,0.0695180882985165
"1028","1903","43",43,"Socialist",0.0557985006815084,5,0,0.446132439800091,0.24156633348478,0,0,0.0433184663400227
"1029","1907","43",43,"Socialist",0.0877746010800772,6,0,0.419275224201549,0.131295359577744,0,0,0.0332944262093031
"1030","1912","43",43,"Socialist",0.207937972236865,5,0,0.472346687752592,0.0214153927253558,0,0,0.0519148928640343
"1031","1890","44",44,"Socialist",0.0328056893782978,4,0,0.360461114934618,-0.0194998852947924,0,0,0.154826900353397
"1032","1890","44",44,"Socialist",0.0782531307609179,3,0,0.401754497489034,-0.0500921746869239,0,0,0.133157189846554
"1033","1893","44",44,"Socialist",0.116104051916889,5,0,0.420570431368272,-0.272999945465452,0,0,0.0784620228806363
"1034","1893","44",44,"Socialist",0.0829168201189036,3,0,0.413742305466407,0.0778660493502394,0,0,0.0826065685569805
"1035","1898","44",44,"Socialist",0.0965376584276211,3,0,0.44981304326713,0.158937503035012,0,0,0.0429649682319589
"1036","1898","44",44,"Socialist",0.119084349340632,3,0,0.473202289126648,0.183478477233143,0,0,0.0374607225352946
"1037","1907","44",44,"Socialist",0.170716639209226,5,0,0.459390444810544,-0.288673805601318,0,0,0.0527149672584916
"1038","1890","45",45,"Socialist",0.154661580768207,4,0,0.289408320766433,0.256630887962388,1,1,0.0982771644800278
"1039","1893","45",45,"Socialist",0.111800699300699,4,0,0.339073426573427,0.279020979020979,0,0,0.0812196963127064
"1040","1898","45",45,"Socialist",0.0451111402244639,3,0,0.329359360670772,0.081488274597144,1,1,0.113733759677749
"1041","1903","45",45,"Socialist",0.00951040438239431,3,0,0.421120706052421,0.285958838969833,0,0,0.0454124747256107
"1042","1907","45",45,"Socialist",0.09239544886069,4,0,0.358173443553061,0.264923893481378,0,0,0.00606639836369827
"1043","1912","45",45,"Socialist",0.068711547562707,3,0,0.395379791765263,0.325011831519167,0,0,0.0899314696010232
"1044","1912","45",45,"Socialist",0.081,4,0,0.418,0.095,1,1,0.094
"1045","1890","46",46,"Socialist",0.0584078944734682,5,0,0.383694629596269,0.293240457174883,1,1,0.0555591448051158
"1046","1893","46",46,"Socialist",0.194278420183211,5,0,0.471902688091305,0.153686739750713,0,0,0.0724322134699308
"1047","1898","46",46,"Socialist",0.164899092118198,6,0,0.493829873359163,0.197178048921529,0,0,0.0314129530288138
"1048","1890","47",47,"Liberal",0.0577048645119164,3,0,0.427032321253673,0.409402546523017,0,0,0.135005424219421
"1049","1890","47",47,"Liberal",0.283298998366129,5,0,0.207075371172835,0.42338566455921,0,0,0.0200630692256534
"1050","1898","47",47,"Catholic",0.148835433371516,4,NA,NA,NA,NA,NA,NA
"1051","1903","47",47,"Socialist",0.236452024226968,4,0,0.252629901179471,0.4418233981511,0,0,-0.0273354823366649
"1052","1912","47",47,"Catholic",0.052248825240546,4,NA,NA,NA,NA,NA,NA
"1053","1893","48",48,"Liberal",0.115096273124427,4,0,0.276576236448951,0.228628445067688,0,0,0.251454851633951
"1054","1898","48",48,"Liberal",0.236058174523571,3,0.2,0.256218655967904,0.244533600802407,1,1,0.245437277794746
"1055","1903","48",48,"Socialist",0.19114808937685,4,0,0.299566839644894,0.287258223613672,0,0,0.0565675109645944
"1056","1907","48",48,"Socialist",0.0815900472924034,3,0,0.321886583443398,0.131822248732478,0,0,0.149742841613092
"1057","1912","48",48,"Socialist",0.125049896578002,3,0,0.327938454839061,0.237979460754073,0,0,0.0550334612647429
"1058","1898","49",49,"Socialist",0.245089192753523,4,0,0.245575067675436,0.300270701742209,0,0,0.113026714367059
"1059","1912","49",49,"Socialist",0.185923913043478,3,0,0.295054347826087,0.261413043478261,0,0,0.108040472191472
"1060","1890","50",50,"Socialist",0.0840260131788622,5,0,0.298936216029975,0.126835781041389,1,1,0.12958060354189
"1061","1893","50",50,"Socialist",0.0660557306352629,4,0,0.378255100348316,0.271894178138995,0,0,0.069174525122852
"1062","1898","50",50,"Socialist",0.042096675504793,4,0,0.403915969814399,0.13832347542321,0,0,0.0434463445420363
"1063","1903","50",50,"Socialist",0.161277742324328,3,0,0.454406863787847,0.0440686378784655,0,0,0.0489177866097404
"1064","1903","50",50,"Liberal",0.0130243248419843,3,0.333333333333333,0.449990423290557,-0.326948860371576,0,0,0.0952470402276172
"1065","1907","50",50,"Socialist",0.0759054293011985,4,0,0.405658523806405,-0.0768878119064771,0,0,0.184888739875187
"1066","1907","50",50,"Socialist",0.227225529558355,3,0,0.495604319534819,-0.0401149107019244,0,0,0.00371605346976422
"1067","1912","50",50,"Socialist",0.170071406395529,3,0,0.462775535547966,-0.0538031667184105,0,0,0.0352300063052049
"1068","1903","51",51,"Catholic",0.0885810919632791,3,NA,NA,NA,NA,NA,NA
"1069","1898","52",52,"Liberal",0.181058696435002,4,0,0.301908534389629,0.303853078862081,0,0,0.227198371721013
"1070","1912","52",52,"Liberal",0.168202313271907,3,0.25,0.283424818663007,0.191335032346599,1,1,0.239951685424437
"1071","1898","53",53,"Liberal",0.186752845621461,3,0,0.467196705370932,0.0303151633014929,0,0,0.300678420510236
"1072","1903","53",53,"Liberal",0.117694586587665,3,0.4,0.437866953945597,-0.0892001077295987,0,0,0.239448827078645
"1073","1912","53",53,"Liberal",0.0826950480940506,3,0.25,0.418774492340577,-0.0939169932312077,0,0,0.222813663783245
"1074","1890","54",54,"Liberal",0.0757683335023836,3,0,0.307333400953444,0.0761740541637083,1,1,0.291652432074943
"1075","1893","54",54,"Socialist",0.0511948855852656,3,0,0.355776548784819,0.172560759044092,0,0,0.113863402395002
"1076","1898","54",54,"Socialist",0.142899746508276,3,0,0.44052885332273,0.0371290819623242,0,0,0.0655120612380404
"1077","1912","54",54,"Liberal",0.00190379982904654,3,0.5,0.493628098531354,-0.491724298702308,1,1,0.0103440216814912
"1078","1890","55",55,"Socialist",0.117797150754837,3,0,0.298213906017436,0.132043376568148,0,0,0.148205480163052
"1079","1893","55",55,"Socialist",0.091049700969272,3,0,0.332645906372448,0.182408744070942,1,1,0.116828883543518
"1080","1898","55",55,"Socialist",0.0541879168301294,4,0,0.38985876814437,0.0902805021577089,0,0,0.137799136916438
"1081","1903","55",55,"Socialist",0.050335427081998,4,0,0.390804597701149,0.28415160449515,0,0,0.046580338681455
"1082","1907","55",55,"Socialist",0.0877420338466229,6,0,0.34616557402043,0.227511815825583,0,0,0.0316191398026749
"1083","1912","55",55,"Socialist",0.0946987347216746,4,0,0.40076705258253,0.0187461916197714,0,0,0.122825142048584
"1084","1903","56",56,"Socialist",0.114091947993555,4,0,0.343324965341526,0.26486567499719,0,0,0.0512341133192834
"1085","1912","56",56,"Socialist",0.0354189843350672,4,0,0.356805676658949,0.0251059863495595,1,0,0.143693249893014
"1086","1893","58",58,"Liberal",0.0838035056044535,4,0,0.354998871586549,0.240878657940269,0,0,0.214020275437713
"1087","1898","58",58,"Liberal",0.0508146715274161,4,0,0.347072390447139,0.156312774347147,1,1,0.18012139383074
"1088","1903","58",58,"Socialist",0.0752622590875823,3,0,0.338070261039278,0.170041473530129,0,0,0.0688842898374965
"1089","1907","58",58,"Liberal",0.0872320866998887,3,0.333333333333333,0.307368522908704,0.0988436789394745,1,1,0.230304215017953
"1090","1907","58",58,"Socialist",0.0894918221103878,3,0,0.424922050216071,0.0991740057983699,0,0,0.0873837799231257
"1091","1912","58",58,"Socialist",0.0753378530058816,4,0,0.400844071297086,0.102635477932923,0,0,0.0470964568612749
"1092","1890","59",59,"Socialist",0.158398299078668,4,0,0.331600913457753,0.322505709110954,0,0,0.0456196846983077
"1093","1893","59",59,"Socialist",0.086352821872928,4,0,0.409844377705839,0.411014470143141,0,0,0.0035653384966261
"1094","1907","59",59,"Socialist",0.00207705362344535,5,0,0.434712125433775,0.30745459611439,0,0,0.00846243092467763
"1095","1890","60",60,"Socialist",0.137786813825153,5,0,0.450711588730758,-0.280104559976764,0,0,0.0742120011553214
"1096","1893","60",60,"Socialist",0.188294427528877,6,0,0.463293219274081,-0.162727756029191,0,0,0.0425057195435934
"1097","1898","60",60,"Socialist",0.0501721808116473,6,0,0.442221350420644,-0.331546140098514,0,0,0.0872101375459752
"1098","1903","60",60,"Socialist",0.130322673065215,4,0,0.469541238405615,-0.162339290190882,0,0,0.0837160526721671
"1099","1907","60",60,"Socialist",0.0338302573838349,5,0,0.452149014969967,-0.30356976128972,0,0,0.0881064990712531
"1100","1903","61",61,"Catholic",0.180896772061254,5,NA,NA,NA,NA,NA,NA
"1101","1893","64",64,"Liberal",0.0403995006242198,4,0.333333333333333,0.453732833957553,0.449038701622971,0,0,0.045478558048215
"1102","1898","64",64,"Liberal",0.0423412204234122,5,0,0.430712414651952,0.44037445785202,0,0,0.0446386946499004
"1103","1898","65",65,"Liberal",0.0187299893276414,6,0,0.45880469583778,0.44375667022412,1,1,0.0487685902693178
"1104","1898","66",66,"Liberal",0.154999051413394,4,0,0.294061847846708,0.296464933915133,0,0,0.260143422277224
"1105","1903","66",66,"Liberal",0.0785155144770348,3,0,0.388522116382156,0.326841459964161,1,1,0.106022679670178
"1106","1893","68",68,"Catholic",0.14411933448078,4,NA,NA,NA,NA,NA,NA
"1107","1893","69",69,"Catholic",0.0920095476244601,4,NA,NA,NA,NA,NA,NA
"1108","1907","69",69,"Liberal",0.0896737865884871,3,0,0.356833728884546,0.252361673414305,0,0,0.210877657812185
"1109","1912","69",69,"Liberal",0.123511904761905,3,0,0.31203231292517,0.184566326530612,1,1,0.224505671699117
"1110","1898","70",70,"Liberal",0.0824775560291933,3,0.333333333333333,0.39669314732287,0.361105728863915,1,1,0.165414319529886
"1111","1903","70",70,"Liberal",0.0372710720788262,4,0,0.410035343258006,0.313002034914855,1,1,0.13048065481902
"1112","1907","70",70,"Liberal",0.103473879607531,4,0.166666666666667,0.31625563511005,0.236754176610979,1,1,0.194079288211486
"1113","1912","70",70,"Liberal",0.104084658248556,4,0.25,0.311487142784111,0.199478554266142,0,0,0.215942402898368
"1114","1893","71",71,"Minority",0.240762695119542,4,0,0.464977277217941,0.0645129421063031,0,0,0.223226070858874
"1115","1898","71",71,"Minority",0.0726056081573198,4,0,0.351738892935178,-0.279133284777859,0,0,0.16941392047851
"1116","1907","71",71,"Liberal",0.032673474888443,3,0,0.376718277380132,-0.344044802491689,0,0,0.205123637050615
"1117","1893","73",73,"Minority",0.0216880869995056,6,0,0.408242708848245,0.344599604547701,0,0,0.0433340007301178
"1118","1893","73",73,"Minority",0.144719074737275,5,0,0.458639112311396,0.296483297129102,0,0,0.0269922698659383
"1119","1893","73",73,"Minority",0.168851878100638,4,0,0.47495865816206,0.30132293881408,0,0,0.00605607178884016
"1120","1898","73",73,"Minority",0.0591223760607414,5,0,0.406989727556945,0.315710138454667,0,0,0.0675653260543324
"1121","1890","76",76,"Minority",0.0228788440163024,3,0.166666666666667,0.353742126713598,0.112541682104483,0,0,0.131359410580006
"1122","1893","76",76,"Minority",0.078820026056207,5,0,0.263167690303369,0.101712265028848,1,0,0.238779313210735
"1123","1898","76",76,"Catholic",0.0108067821874417,3,0.125,0.432271287497671,0.319638531768213,0,0,0.103244905023352
"1124","1903","76",76,"Minority",0.126681614349776,4,0,0.302518109692998,0.223007933770266,1,1,0.119382327287552
"1125","1912","76",76,"Liberal",0.244864952288533,4,0.5,0.49450105126961,-0.249636098981077,1,1,0.0162377149147004
"1126","1912","79",79,"Minority",0.128146453089245,3,0,0.42015364498202,0.0157731284733573,0,0,0.269774590603231
"1127","1893","81",81,"Minority",0.174814738575545,5,0,0.28597159324825,0.221593248250309,0,0,0.114091541386358
"1128","1898","81",81,"Liberal",0.20236263463543,4,0.166666666666667,0.267632898198243,0.217749540874572,1,1,0.277702739677218
"1129","1903","81",81,"Minority",0.219895519744997,4,0,0.266734549318222,0.277802372941385,0,0,0.102130651658904
"1130","1907","81",81,"Minority",0.127629310344828,5,0,0.281508620689655,0.303275862068966,0,0,0.0596545894095333
"1131","1912","81",81,"Minority",0.186851464818685,4,0,0.258570747625857,0.256664100025666,0,0,0.069878437698255
"1132","1893","82",82,"Minority",0.00148270181219112,4,0,0.494728171334432,0.49159802306425,0,0,0.0017056444826441
"1133","1890","83",83,"Minority",0.0816154544275898,5,0,0.303708025411643,0.224491118890185,1,0,0.1207191734058
"1134","1893","83",83,"Minority",0.0356258110180488,4,0,0.317152294443789,0.0335024183083638,0,0,0.218719423437767
"1135","1890","86",86,"Liberal",0.0794617304999087,4,0,0.376057967484625,0.305364427936431,0,0,0.113867094963335
"1136","1903","88",88,"Catholic",0.224793282481892,5,NA,NA,NA,NA,NA,NA
"1137","1893","89",89,"Liberal",0.0524220305242203,4,0,0.319840743198407,0.19634299196343,0,0,0.170001403046372
"1138","1893","9",9,"Catholic",0.148188878960753,4,0,0.473365867069902,-0.137466492542443,0,0,0.0752481924921775
"1139","1898","90",90,"Liberal",0.273060235532766,4,0,0.214853214627824,0.334986194849834,0,0,0.232449454310279
"1140","1903","90",90,"Socialist",0.269724770642202,4,0,0.208650065530799,0.302909567496723,0,0,0.0213053273549377
"1141","1890","91",91,"Socialist",0.188679245283019,5,0,0.41895178197065,0.0571069182389937,1,0,0.0850554824298397
"1142","1898","91",91,"Socialist",0.299543163201008,6,0,0.492477945809704,0.0432813484562067,1,1,0.0537217039275991
"1143","1903","91",91,"Socialist",0.147775061124694,4,0,0.483488182559087,0.1680195599022,0,0,0.0541895281005016
"1144","1912","91",91,"Socialist",0.207602077363897,5,0,0.478129477077364,-0.0395549785100287,0,0,0.0569054269365977
"1145","1890","92",92,"Socialist",0.208256067080545,5,0,0.461944690800613,-0.253688623720068,0,0,0.041740630877968
"1146","1890","93",93,"Catholic",0.222721268163804,4,0,0.240158520475561,0.283751651254954,1,0,0.287230606479883
"1147","1893","93",93,"Socialist",0.171156138259833,4,0,0.245435041716329,0.231466030989273,0,0,0.157323510785154
"1148","1898","93",93,"Socialist",0.0879559776337978,5,0,0.3101091683678,0.172938670453537,0,0,0.0433544988344855
"1149","1907","93",93,"Socialist",0.187493257578482,4,0,0.276313423711748,0.223632636916106,0,0,0.000600474188837463
"1150","1912","93",93,"Socialist",0.0154838287285583,4,0,0.359565274322378,0.152219457902318,0,0,0.061212477582083
"1151","1890","94",94,"Liberal",0.0946196660482375,4,0,0.311733562604643,0.240553871215892,1,1,0.243096840520912
"1152","1893","94",94,"Liberal",0.0997875918222851,5,0,0.237764403929551,0.121426674926985,0,0,0.289691787790796
"1153","1898","94",94,"Socialist",0.157545678144765,3,0,0.296249121574139,0.206693605059733,0,0,0.125777917089428
"1154","1903","94",94,"Socialist",0.0651996407283416,3,0,0.357148689474973,0.204294929370458,0,0,0.0843862992383448
"1155","1907","94",94,"Socialist",0.0664556962025316,4,0,0.325871229879669,0.231090795436787,0,0,0.0337490694996668
"1156","1912","94",94,"Socialist",0.0492949759951612,3,0,0.370128151816429,0.0497108078478812,0,0,0.12429409888079
"1157","1890","95",95,"Liberal",0.00110122051940897,4,0.25,0.329815545562999,-0.32871432504359,0,0,0.318405078811262
"1158","1893","95",95,"Socialist",0.129825455472035,3,0,0.483543551195481,0.196712957064594,0,0,0.0244486837390526
"1159","1898","95",95,"Socialist",0.163617171006334,5,0,0.445812807881773,0.163460786613496,0,0,0.0492152777414238
"1160","1890","96",96,"Socialist",0.203522397855932,4,0,0.467975715145217,-0.038505715692173,0,0,0.0402520698353357
"1161","1893","96",96,"Socialist",0.214171930788245,4,0,0.476132930513595,-0.0464158198297171,0,0,0.0632564802464389
"1162","1907","96",96,"Socialist",0.12775867322509,3,0,0.430505375876028,-0.0405693640360423,0,0,0.115685461886563
"1163","1912","99",99,"Minority",0.0867509901622588,4,0,0.361377283761339,0.282930880286189,0,0,0.0533278541784232
